id_estabelecimento,projeto,fonte,nome,sigla,natureza,categoria,abrangencia,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,cod_IBGE,uf,cep,ddd,telefone1,ramal1,telefone2,ramal2,whatsapp,email,24horas,horario_inicio,horario_fim,dias_funcionamento,presencial,online,funcionamento_pandemia,obs_pandemia,latitude,longitude,observacao
,penhas,conexoes_nudems_dpes,Hospital de Clínicas de Uberlândia,,público,Saúde,Local,,Rua,Para,1720,,,Umuarama,Uberlândia,3170206,MG,,,,,,,,,,,,,,,,,"-18,8825688","-48,25671939999999",
,penhas,conexoes_nudems_dpes,Hospital de Nossa Senhora da Saúde,,público,Saúde,Local,,Praça,Redelvim Andrade,564,,,Centro,Diamantina,3121605,MG,39100000,,,,,,,,,,,,,,,,"-18,2398597","-43,5980212",
,penhas,conexoes_nudems_dpes,Hospital e Maternidade Vital Brazil,,público,Saúde,Local,,,JOSE JULIO LAGE,,,,TIMIRIM,Timóteo,3168705,MG,35180320,,,,,,,,,,,,,,,,"-19,5510338","-42,6425501",
,penhas,conexoes_nudems_dpes,Hospital Júlia Kubitschek,,público,Saúde,Local,,Rua,Dr. Cristiano Resende,2745,,,Araguaia,Belo Horizonte,3106200,MG,30620470,,,,,,,,,,,,,,,,"-19,9899089","-43,9970268",
,penhas,conexoes_nudems_dpes,Hospital de Clínicas de Itajubá,,público,Saúde,Local,,Rua,Miguel Viana,420,,,Morro Chic,Itajubá,3132404,MG,37500086,,,,,,,,,,,,,,,,"-22,4196274","-45,4608487",
,penhas,conexoes_nudems_dpes,Hospital Márcio Cunha,,público,Saúde,Local,,Avenida,Kiyoshi Tsunawaki,41,,,Bairro das Águas,Ipatinga,3131307,MG,35160158,,,,,,,,,,,,,,,,"-19,4962364","-42,5375048",
,penhas,conexoes_nudems_dpes,Hospital Metropolitano Odilon Behrens HOB,,público,Saúde,Local,,Rua,Formiga,50,,,São Cristóvão,Belo Horizonte,3106200,MG,31110430,,,,,,,,,,,,,,,,"-19,9048801","-43,94632259999999",
,penhas,conexoes_nudems_dpes,Hospital Municipal de Governador Valadares,,público,Saúde,Local,,Rua,Teofilo Otoni,361,,,Centro,Aimorés,3101102,MG,35020600,,,,,,,,,,,,,,,,"-18,853806","-41,939943",
,penhas,conexoes_nudems_dpes,Hospital Municipal de Paracatu,,público,Saúde,Local,,Avenida,Olegário Maciel,660,,,Centro,Paracatu,3147006,MG,38600000,,,,,,,,,,,,,,,,"-17,2173603","-46,8751399",
,penhas,conexoes_nudems_dpes,Hospital Municipal Dr. Joaquim Brochado,,público,Saúde,Local,,Rua,Virgílio Justiniano Ribeiro,1585,,,Barroca,Unaí,3170404,MG,38610000,,,,,,,,,,,,,,,,"-16,3680133","-46,90117009999999",
,penhas,conexoes_nudems_dpes,Hospital Nossa Senhora Auxiliadora,,público,Saúde,Local,,Rua,Deputado Jose Augusto Ferreira,89,,,Centro,Caratinga,3113404,MG,35300016,,,,,,,,,,,,,,,,"-19,7849893","-42,1422509",
,penhas,conexoes_nudems_dpes,Hospital Nossa Senhora das Dores,,público,Saúde,Local,,Rua,Dr. Leonardo,200,,,Centro,Ponte Nova,3152105,MG,35430004,,,,,,,,,,,,,,,,"-20,4161923","-42,9053444",
,penhas,conexoes_nudems_dpes,Hospital Público Regional Prefeito Osvaldo Rezende Franco,,público,Saúde,Local,,Avenida,Edmeia Matos Lazzarotti,3800,,,Jardim Brasília,Betim,3106705,MG,32671602,,,,,,,,,,,,,,,,"-19,9476535","-44,1898165",
,penhas,conexoes_nudems_dpes,Hospital Regional do Sul de Minas,,público,Saúde,Local,,Avenida,Rui Barbosa,158,,,Centro,Varginha,3170701,MG,37002140,,,,,,,,,,,,,,,,"-21,556015","-45,44053820000001",
,penhas,conexoes_nudems_dpes,Hospital Risoleta Tolentino Neves,,público,Saúde,Local,,Rua,das Gabirobas,1,,,Vila Clóris,Belo Horizonte,3106200,MG,31744012,,,,,,,,,,,,,,,,"-19,8178583","-43,948056",
,penhas,conexoes_nudems_dpes,Hospital Santa Isabel,,público,Saúde,Local,,Rua,Frei Cornelio,200,,,Laurindo de Castro,Ubá,3169901,MG,36507140,,,,,,,,,,,,,,,,"-21,1153043","-42,9578131",
,penhas,conexoes_nudems_dpes,Hospital Santa Rosália,,público,Saúde,Local,,Rua,Doutor Onofre,575,,,Centro,Teófilo Otoni,3168606,MG,39800022,,,,,,,,,,,,,,,,"-17,8625937","-41,5069859",
,penhas,conexoes_nudems_dpes,Hospital São João de Deus,,público,Saúde,Local,,Rua,do Cobre,800,,,Centro,Divinópolis,3122306,MG,35500227,,,,,,,,,,,,,,,,"-20,1443004","-44,8741158",
,penhas,conexoes_nudems_dpes,Hospital São Luiz de Formiga,,público,Saúde,Local,,Rua,Doutor Teixeira Soares,335,,,Centro,Formiga,3126109,MG,35570090,,,,,,,,,,,,,,,,"-20,4622179","-45,42515700000001",
,penhas,conexoes_nudems_dpes,Hospital São Sebastião,,público,Saúde,Local,,Rua,Tenente Kummel,36,,,Centro,Viçosa,3171303,MG,36570031,,,,,,,,,,,,,,,,"-20,7533898","-42,8843499",
,penhas,conexoes_nudems_dpes,Hospital São Sebastião,,público,Saúde,Local,,Rua,Pedro Bonesio,236,,,Centro,Três Corações,3169307,MG,,,,,,,,,,,,,,,,,"-21,6956191","-45,25621539999999",
,penhas,conexoes_nudems_dpes,Hospital Universitário Alzira Velano,,público,Saúde,Local,,Rua,Geraldo Freitas da Costa,120,,,Jardim Aeroporto III,Alfenas,3101607,MG,37132202,,,,,,,,,,,,,,,,"-21,4416694","-45,9466206",
,penhas,conexoes_nudems_dpes,Hospital Universitário Clemente de Faria,,público,Saúde,Local,,Avenida,Cula Mangabeira,562,,,Santo Expedito,Montes Claros,3143302,MG,39401001,,,,,,,,,,,,,,,,"-16,7337636","-43,8725457",
,penhas,conexoes_nudems_dpes,Irmandade da Santa Casa de Misericórdia de Passos,,público,Saúde,Local,,Rua,Santa Casa,154,,,Santa Casa,Passos,3147907,MG,,,,,,,,,,,,,,,,,"-20,7128862","-46,6107033",
,penhas,conexoes_nudems_dpes,Maternidade Odete Valadares,,público,Saúde,Local,,Avenida,do contorno,s/n,,,Prado,Belo Horizonte,3106200,MG,30110064,,,,,,,,,,,,,,,,"-19,9266485","-43,958306",
,penhas,conexoes_nudems_dpes,Santa Casa de Poços de Caldas,,público,Saúde,Local,,Praça,Francisco Escobar,s/n,,,Centro,Poços de Caldas,3151800,MG,37701027,,,,,,,,,,,,,,,,"-21,7807488","-46,5672374",
,penhas,conexoes_nudems_dpes,Hospital Sofia Feldman,,público,Saúde,Local,,Rua,Antonio Bandeira,1060,,,Tupi,Belo Horizonte,3106200,MG,31844130,,,,,,,,,,,,,,,,"-19,8360594","-43,9149473",
,penhas,conexoes_nudems_dpes,Santa Casa de Campos Altos,,público,Saúde,Local,,Rua,Cornelia Alves Bicalho,731,,,Santa Terezinha,Campos Altos,3111507,MG,38970000,,,,,,,,,,,,,,,,"-19,6950459","-46,168344",
,penhas,conexoes_nudems_dpes,Hospital Regional João Penido,,público,Saúde,Local,,Rua,Maria Freguglia da Silva,1,,,Grama,Juiz de Fora,3136702,MG,36048507,,,,,,,,,,,,,,,,"-21,6794686","-43,3474556",
,penhas,conexoes_nudems_dpes,Hospital das Clínicas Samuel Libânio Pouso Alegre,,público,Saúde,Local,,Rua,Comendador Jose Garcia,777,,,Centro,Pouso Alegre,3152501,MG,37553079,,,,,,,,,,,,,,,,"-22,2264135","-45,9298911",
,penhas,conexoes_nudems_dpes,Fundação Hospitalar São Vicente de Paulo,,público,Saúde,Local,,Avenida,JK,221,,,Sao Geraldo,Capelinha,3112307,MG,39680130,,,,,,,,,,,,,,,,"-17,6875576","-42,5129791",
,penhas,conexoes_nudems_dpes,Hospital São Judas Tadeu de Oliveira,,público,Saúde,Local,,Praça,Dona Manoelita Chagas,191,,,Centro,Oliveira,3145604,MG,35540000,,,,,,,,,,,,,,,,"-20,7023345","-44,8271363",
,penhas,conexoes_nudems_dpes,Hospital Santa Casa de Montes Claros,,público,Saúde,Local,,Praça,Honorato Alves,22,,,Centro,Montes Claros,3143302,MG,39400103,,,,,,,,,,,,,,,,"-16,7248701","-43,8703817",
,penhas,conexoes_nudems_dpes,Santa Casa de Misericórdia,,público,Saúde,Local,,Praça,Dr Ayres Maneira,19,,,Centro,Araxá,3104007,MG,,,,,,,,,,,,,,,,,"-19,5960758","-46,93172329999999",
,penhas,conexoes_nudems_dpes,Santa Casa de Misericórdia,,público,Saúde,Local,,Rua,Monsenhor Aureliano,20,,,Centro,Lavras,3138203,MG,37200000,,,,,,,,,,,,,,,,"-21,24452","-44,999736",
,penhas,conexoes_nudems_dpes,Clínicas Integradas Hospital Universitário Mário Palmério,,público,Saúde,Local,,Avenida,Nene Sabino,2477,,,Santos Dumont,Uberaba,3170107,MG,38050501,,,,,,,,,,,,,,,,"-19,7641201","-47,9620393",
,penhas,conexoes_nudems_dpes,Hospital Nossa Senhora das Graças,,público,Saúde,Local,,Rua,Teófilo Otoni,224,,,Centro,Sete Lagoas,3167202,MG,35700007,,,,,,,,,,,,,,,,"-19,4651309","-44,23946040000001",
,penhas,conexoes_nudems_dpes,Hospital e Pronto Socorro Municipal Renato Azeredo,,público,Saúde,Local,,Rua,Lambari,369,,,Centro,Nanuque,3144300,MG,39860000,,,,,,,,,,,,,,,,"-17,8416109","-40,3450396",
,penhas,conexoes_nudems_dpes,Itabirito Hospital São Vicente de Paulo,,público,Saúde,Local,,Rua,Emídio Quites,100,,,Praia,Itabirito,3131901,MG,35450236,,,,,,,,,,,,,,,,"-20,249638","-43,8066704",
,penhas,conexoes_nudems_dpes,Hospital das Clínicas Doutor Mário Ribeiro da Silveira,,público,Saúde,Local,,Rua,Plínio Ribeiro,539,,,Jardim Brasil,Montes Claros,3143302,MG,39401222,,,,,,,,,,,,,,,,"-16,6959463","-43,8636322",
,penhas,conexoes_nudems_dpes,Ebserh Hospital Universitário Grande Dourados,,público,Saúde,Local,,Rua,Ivo Alves da Rocha,558,,,Altos do Indaiá,Dourados,5003702,MS,79823501,,,,,,,,,,,,,,,,"-22,2164523","-54,854902",
,penhas,conexoes_nudems_dpes,Santa Casa,,público,Saúde,Local,,Rua,Eduardo Santos Pereira,88,,,Centro,Campo Grande,5002704,MS,79002251,,,,,,,,,,,,,,,,"-20,4523762","-54,6170093",
,penhas,conexoes_nudems_dpes,Ebserh Hosp Univ Maria Aparecida Pedrossian,,público,Saúde,Local,,Avenida,Senador Filinto Muller,355,,,Vila Ipiranga,Campo Grande,5002704,MS,79080190,,,,,,,,,,,,,,,,"-20,4990838","-54,6162366",
,penhas,conexoes_nudems_dpes,Associação de Amparo à Maternidade e à Infância AAMI,,público,Saúde,Local,,Marechal,Rondom,2644,,,Centro,Campo Grande,5002704,MS,79002201,,,,,,,,,,,,,,,,"-20,4584769","-54,6058969",
,penhas,conexoes_nudems_dpes,Hospital Municipal de Naviraí,,público,Saúde,Local,,Rua,Pelotas,133,,,Centro,Naviraí,5005707,MS,79947113,,,,,,,,,,,,,,,,"-23,068212","-54,196693",
,penhas,conexoes_nudems_dpes,Hospital Nossa Senhora Auxiliadora,,público,Saúde,Local,,Avenida,Rosario Congro,1533,,,Colinos,Três Lagoas,5008305,MS,79603110,,,,,,,,,,,,,,,,"-20,79441","-51,702039",
,penhas,conexoes_nudems_dpes,Hospital Regional Dr. Álvaro Fontoura Silva,,público,Saúde,Local,,Avenida,Gaspar Ries Coelho,361-A,,,São Judas Tadeu,Coxim,5003306,MS,,,,,,,,,,,,,,,,,"-18,5075802","-54,750902",
,penhas,conexoes_nudems_dpes,Hospital Municipal Milton Pessoa Morbeck,,público,Saúde,Local,,Avenida,Marechal Rondon,2897,,,Jardim Mariano,Barra do Garças,5101803,MT,78600000,,,,,,,,,,,,,,,,"-15,8901483","-52,2549721",
,penhas,conexoes_nudems_dpes,Hospital Universitário Júlio Müller Ebserh,,público,Saúde,Local,,,LUIS PHILIPPE PEREIRA LEITE,,,,JARDIM ALVOARA,Cuiabá,5103403,MT,78048602,,,,,,,,,,,,,,,,"-15,5807512","-56,0788646",
,penhas,conexoes_nudems_dpes,Santa Casa de Rondonópolis,,público,Saúde,Local,,Rua,Acyr de Rezende Souza e Silva,2107,,,Vila Birigui,Rondonópolis,5107602,MT,,,,,,,,,,,,,,,,,"-16,4627592","-54,643019",
,penhas,conexoes_nudems_dpes,Hospital Regional Dr. Antônio Fontes Anexo I,,público,Saúde,Local,,Rua,Padre Cassemiro,2790,,,Centro,Cáceres,5102504,MT,78210094,,,,,,,,,,,,,,,,"-16,0890728","-57,68835050000001",
,penhas,conexoes_nudems_dpes,Hospital Municipal Coração de Jesus,,público,Saúde,Local,,Avenida,Mato Grosso,355,,,Centro,Campo Verde,5102678,MT,78840000,,,,,,,,,,,,,,,,"-15,5456846","-55,1741839",
,penhas,conexoes_nudems_dpes,Hospital São Lucas Lucas do Rio Verde,,público,Saúde,Local,,Avenida,Brasil,120,,,Lucas do Rio Verde,Lucas do Rio Verde,5105259,MT,,,,,,,,,,,,,,,,,"-13,0756459","-55,9087528",
,penhas,conexoes_nudems_dpes,Hospital Municipal de Confresa,,público,Saúde,Local,,Rua,Camilo Lorscheiter,s/n,,,Centro,Confresa,5103353,MT,78652000,,,,,,,,,,,,,,,,"-10,6472728","-51,5745903",
,penhas,conexoes_nudems_dpes,Hospital Regional de Sorriso,,público,Saúde,Local,,Avenida,Porto Alegre,3125,,,Centro,Sorriso,5107925,MT,78890000,,,,,,,,,,,,,,,,"-12,5417543","-55,7249422",
,penhas,conexoes_nudems_dpes,Hospital Maternidade Municipal de Barra do Bugres René Bar,,público,Saúde,Local,,Rua,Voluntarios da Patria,s/n,,,Maracana,Barra do Bugres,5101704,MT,78390000,,,,,,,,,,,,,,,,"-15,075081","-57,1933519",
,penhas,conexoes_nudems_dpes,Hospital Pronto Socorro Municipal Mário Pinotti,,público,Saúde,Local,,Travessa,14 de Março,500,,,Umarizal,Belém,1501402,PA,,,,,,,,,,,,,,,,,"-1,439527","-48,4810686",
,penhas,conexoes_nudems_dpes,Hospital Regional da PA 279,,público,Saúde,Local,,Rua,Caitete,,,,Azevec,Ourilândia do Norte,1505437,PA,68390000,,,,,,,,,,,,,,,,"-6,7511506","-51,0758904",
,penhas,conexoes_nudems_dpes,Hospital Regional do Baixo Amazonas do PA Dr. Waldemar Penna,,público,Saúde,Local,,Avenida,Sergio Henn,1100,,,Diamantino,Santarém,1506807,PA,68020000,,,,,,,,,,,,,,,,"-2,4500364","-54,7137685",
,penhas,conexoes_nudems_dpes,Hospital Regional Público do Tapajós Itaituba,,público,Saúde,Local,,Avenida,Marechal Rondon,s/n,,,Boa Esperança,Itaituba,1503606,PA,68181010,,,,,,,,,,,,,,,,"-4,2765573","-55,9909641",
,penhas,conexoes_nudems_dpes,Santa Casa de Misericórdia do Pará,,público,Saúde,Local,,Rua,Oliveira Belo,395,,,Umarizal,Belém,1501402,PA,66050380,,,,,,,,,,,,,,,,"-1,44067","-48,48089119999999",
,penhas,conexoes_nudems_dpes,Hospital Municipal de Gurupá Jaime Abenathar,,público,Saúde,Local,,Travessa,Antonia Neves,s/n,,,Centro,Gurupá,1503101,PA,68300000,,,,,,,,,,,,,,,,"-1,4078508","-51,6476276",
,penhas,conexoes_nudems_dpes,Hospital Municipal Luiz Carlos de Sousa,,público,Saúde,Local,,Rua,Luiz de Moura,365,,,Centro,Ourém,1505403,PA,68640000,,,,,,,,,,,,,,,,"-1,5472892","-47,116248",
,penhas,conexoes_nudems_dpes,Hospital Municipal Jadson Pesconi,,público,Saúde,Local,,Rua,Ceara,,,,Asevec,Ourilândia do Norte,1505437,PA,68390000,,,,,,,,,,,,,,,,"-6,7513706","-51,0718835",
,penhas,conexoes_nudems_dpes,Hospital Municipal Maria Santana Rocha Franco,,público,Saúde,Local,,Rua,Dr. Assis,425,,,Centro,Breves,1501808,PA,68800000,,,,,,,,,,,,,,,,"-1,6760899","-50,48041389999999",
,penhas,conexoes_nudems_dpes,Hospital Municipal de Itupiranga,,público,Saúde,Local,,Rua,São Salvador,s/n,,,CENTRO,Itupiranga,1503705,PA,68580000,,,,,,,,,,,,,,,,"-5,1312021","-49,3297957",
,penhas,conexoes_nudems_dpes,Hospital da Divina Providência,,público,Saúde,Local,,Avenida,João Paulo II,71,,,Centro,Marituba,1504422,PA,67105290,,,,,,,,,,,,,,,,"-1,3600646","-48,3428592",
,penhas,conexoes_nudems_dpes,Hospital Maternidade São Domingos Sávio,,público,Saúde,Local,,Travessa,Carlos Maria Teixeira,2277,,,Centro,Oriximiná,1505304,PA,68270000,,,,,,,,,,,,,,,,"-1,7664569","-55,8682257",
,penhas,conexoes_nudems_dpes,Hospital Municipal Dr. Silas Freitas,,público,Saúde,Local,,Rua,Voluntarios da Patria,391,,,Sao Sebastiao,Mãe do Rio,1504059,PA,68675000,,,,,,,,,,,,,,,,"-2,0469289","-47,56051069999999",
,penhas,conexoes_nudems_dpes,Hospital Municipal Ana Nery,,público,Saúde,Local,,Rua,da Republica,1780,,,Centro,Porto de Moz,1505908,PA,68330000,,,,,,,,,,,,,,,,"-1,7554456","-52,2377273",
,penhas,conexoes_nudems_dpes,Hospital Municipal São Joaquim,,público,Saúde,Local,,Avenida,Levindo Rocha,,,,Novo Sao Francisco,Baião,1501204,PA,68465000,,,,,,,,,,,,,,,,"-2,7973941","-49,6702109",
,penhas,conexoes_nudems_dpes,Hospital Regional Público Dr. Abelardo Santos,,público,Saúde,Local,,Avenida,Augusto Montenegro Km 13,s/n,,,Agulha,Belém,1501402,PA,66811000,,,,,,,,,,,,,,,,"-1,3540736","-48,4534908",
,penhas,conexoes_nudems_dpes,Hospital Edson Ramalho,,público,Saúde,Local,,Rua,Eugênio de Lucena Neiva,s/n,,,Jardim 13 de Maio,João Pessoa,2507507,PB,58025020,,,,,,,,,,,,,,,,"-7,118489","-34,8663217",
,penhas,conexoes_nudems_dpes,Instituto de Saúde Elpídio de Almeida,,público,Saúde,Local,,Rua,Vila Nova da Rainha,147,,,Centro,Campina Grande,2504009,PB,58400220,,,,,,,,,,,,,,,,"-7,2216549","-35,8775752",
,penhas,conexoes_nudems_dpes,Maternidade Cândida Vargas,,público,Saúde,Local,,Avenida,Coremas,s/n,,,Jaguaribe,João Pessoa,2507507,PB,58013430,,,,,,,,,,,,,,,,"-7,1240985","-34,8746784",
,penhas,conexoes_nudems_dpes,Maternidade Frei Damião,,público,Saúde,Local,,Avenida,Cruz das Armas,1581,,,Cruz das Armas,João Pessoa,2507507,PB,58085100,,,,,,,,,,,,,,,,"-7,1461092","-34,8918995",
,penhas,conexoes_nudems_dpes,Hospital Regional de Cajazeiras,,público,Saúde,Local,,Rua,Tabelião Antônio Holanda,1,,,Centro,Cajazeiras,2503704,PB,,,,,,,,,,,,,,,,,"-6,884853","-38,559175",
,penhas,conexoes_nudems_dpes,Hospital e Maternidade Santa Filomena,,público,Saúde,Local,,Rua,Epaminondas Azevedo,s/n,,,Centro,Monteiro,2509701,PB,,,,,,,,,,,,,,,,,"-7,8929684","-37,1202865",
,penhas,conexoes_nudems_dpes,Maternidade Peregrino Filho,,público,Saúde,Local,,Rua,Elias Asfora,s/n,,,Jardim Guanabara,Patos,2510808,PB,,,,,,,,,,,,,,,,,"-7,0336605","-37,2919445",
,penhas,conexoes_nudems_dpes,Centro Universitário Integrado de Saúde Amaury de Medeiros,,público,Saúde,Local,,Rua,Visconde de Mamanguape,s/n,,,Encruzilhada,Recife,2611606,PE,52030010,,,,,,,,,,,,,,,,"-8,0376784","-34,8875911",
,penhas,conexoes_nudems_dpes,Hospital Agamenon Magalhães,,público,Saúde,Local,,Estrada,do Arraial,2723,,,Casa Amarela,Recife,2611606,PE,52070230,,,,,,,,,,,,,,,,"-8,030783","-34,9074314",
,penhas,conexoes_nudems_dpes,Hospital de Caruaru Jesus Nazareno,,público,Saúde,Local,,Avenida,Marilia,s/n,,,Maurício de Nassau,Caruaru,2604106,PE,55012700,,,,,,,,,,,,,,,,"-8,275702899999999","-35,9725577",
,penhas,conexoes_nudems_dpes,Hospital Dom Malan,,público,Saúde,Local,,Avenida,Joaquim Nabuco,s/n,,,Centro,Petrolina,2611101,PE,56304900,,,,,,,,,,,,,,,,"-9,3978685","-40,4996258",
,penhas,conexoes_nudems_dpes,Hospital Professor Agamenon Magalhães,,público,Saúde,Local,,Rua,Manoel Bandeira da Silva,955,,,Centro,Serra Talhada,2613909,PE,56903490,,,,,,,,,,,,,,,,"-7,988514899999999","-38,2987273",
,penhas,conexoes_nudems_dpes,Hospital Regional de Palmares Dr. Sílvio Magalhães,,público,Saúde,Local,,Rodovia,BR-101,185,,Km 185,Engenho Quilombo dos Palmares,Palmares,2610004,PE,55400000,,,,,,,,,,,,,,,,"-27,4227872","-48,6243631",
,penhas,conexoes_nudems_dpes,US 153 Policlínica e Maternidade Arnaldo Marques,,público,Saúde,Local,,Avenida,Dois Rios,s/n,,,Ibura,Recife,2611606,PE,51230000,,,,,,,,,,,,,,,,"-8,1147915","-34,9398949",
,penhas,conexoes_nudems_dpes,US 159 Policlínica Agamenon Magalhães,,público,Saúde,Local,,Praça,da Paz,s/n,,,Afogados,Recife,2611606,PE,50770100,,,,,,,,,,,,,,,,"-8,0805225","-34,9064818",
,penhas,conexoes_nudems_dpes,US 165 Maternidade Bandeira Filho,,público,Saúde,Local,,Rua,Londrina,,,,Afogados,Recife,2611606,PE,50770400,,,,,,,,,,,,,,,,"-8,0791406","-34,9102152",
,penhas,conexoes_nudems_dpes,US 167 Policlínica e Maternidade Professor Barros Lima,,público,Saúde,Local,,Avenida,Norte Miguel Arraes de Alencar,6465,,,Casa Amarela,Recife,2611606,PE,52081000,,,,,,,,,,,,,,,,"-8,021364499999999","-34,9233787",
,penhas,conexoes_nudems_dpes,US 444 Hospital da Mulher do Recife Dra. Mercedes Pontes Cunha,,público,Saúde,Local,,Rodovia,BR 101 Sul,s/n,,,Barro,Recife,2611606,PE,50900400,,,,,,,,,,,,,,,,"-8,0999684","-34,9500455",
,penhas,conexoes_nudems_dpes,Hospital das Clínicas,,público,Saúde,Local,,Avenida,Professor Moraes Rego,1235,,,Cidade Universitaria,Recife,2611606,PE,50740900,,,,,,,,,,,,,,,,"-8,0473643","-34,9461834",
,penhas,conexoes_nudems_dpes,Instituto de Medicina Integral Professor Fernando Figueira (IMIP),,público,Saúde,Local,,Rua,dos Coelhos,300,,,Bairro dos Coelhos,Recife,2611606,PE,50060300,,,,,,,,,,,,,,,,"-8,066243","-34,89044080000001",
,penhas,conexoes_nudems_dpes,Hospital do Tricentenário,,público,Saúde,Local,,Rua,Doutor Farias Neves Sobrinho,232,,,Bairro Novo,Olinda,2609600,PE,53120420,,,,,,,,,,,,,,,,"-8,0111207","-34,8436841",
,penhas,conexoes_nudems_dpes,Hospital Municipal Maria Coelho Cavalcanti Rodrigues,,público,Saúde,Local,,Rua,Sete de Setembro,78,,,Centro,Afrânio,2600203,PE,56360000,,,,,,,,,,,,,,,,"-8,5147806","-41,0071484",
,penhas,conexoes_nudems_dpes,Hospital Ermírio Coutinho,,público,Saúde,Local,,Travessa,Bancario Leopoldo Vieira de Melo Filho,s/n,,,Centro,Nazaré da Mata,2609501,PE,55800000,,,,,,,,,,,,,,,,"-7,7417347","-35,2251334",
,penhas,conexoes_nudems_dpes,Hospital Regional Justino Luz,,público,Saúde,Local,,Rua,Dr Antenor Neiva,184,,,Centro,Picos,2208007,PI,64600002,,,,,,,,,,,,,,,,"-7,0801725","-41,430926",
,penhas,conexoes_nudems_dpes,Maternidade Dona Evangelina Rosa,,público,Saúde,Local,,Avenida,Pres. Kennedy,1160,,,Morada do Sol,Teresina,2211001,PI,64056375,,,,,,,,,,,,,,,,"-5,0719268","-42,7719251",
,penhas,conexoes_nudems_dpes,Hospital Local de Luzilândia,,público,Saúde,Local,,Rua,Joao Carvalho,s/n,,,Itarare,Luzilândia,2205805,PI,64160000,,,,,,,,,,,,,,,,"-3,4629595","-42,3710192",
,penhas,conexoes_nudems_dpes,Hospital Regional Manoel de Sousa Santos,,público,Saúde,Local,,Avenida,Doutor Raimundo Santos,546,,,Centro,Bom Jesus,2201903,PI,64900000,,,,,,,,,,,,,,,,"-9,0675853","-44,3631565",
,penhas,conexoes_nudems_dpes,Hospital Regional Mariana Pires Ferreira,,público,Saúde,Local,,Avenida,Marechal Deodoro,285,,,Centro,Paulistana,2207801,PI,64750000,,,,,,,,,,,,,,,,"-8,139408699999999","-41,1464948",
,penhas,conexoes_nudems_dpes,Hospital Regional Tibério Nunes,,público,Saúde,Local,,Rua,Antonino Freire,,,,Manguinha,Floriano,2203909,PI,64800290,,,,,,,,,,,,,,,,"-6,7721168","-43,028069",
,penhas,conexoes_nudems_dpes,Unidade de Saúde Satélite,,público,Saúde,Local,,,ROTARY CLUB,,,,SATELITE,Teresina,2211001,PI,64059490,,,,,,,,,,,,,,,,"-5,04962","-42,7598534",
,penhas,conexoes_nudems_dpes,Unidade de Saúde Buenos Aires,,público,Saúde,Local,,Rua,Castelo do Piauí,3292,,,Buenos Aires,Teresina,2211001,PI,64008540,,,,,,,,,,,,,,,,"-5,040729199999999","-42,8143572",
,penhas,conexoes_nudems_dpes,Maternidade Municipal Prof. Wall Ferraz,,público,Saúde,Local,,Praça,do Trabalhador,s/n,,,Itararé,Teresina,2211001,PI,64077175,,,,,,,,,,,,,,,,"-5,1980508","-42,7393209",
,penhas,conexoes_nudems_dpes,Hospital Regional Chagas Rodrigues,,público,Saúde,Local,,Avenida,Dr. Pádua Oliveira,300,,,Morro da Saudade,Piripiri,2208403,PI,,,,,,,,,,,,,,,,,"-4,2646669","-41,775386",
,penhas,conexoes_nudems_dpes,Hospital Regional de Campo Maior,,público,Saúde,Local,,Rua,B S Luis,s/n,,,S Luis,Campo Maior,2202208,PI,64280000,,,,,,,,,,,,,,,,"-4,8176565","-42,1901165",
,penhas,conexoes_nudems_dpes,Maternidade Dr. Marques Basto e Hospital Infantil Dr. Mirocles Veras,,público,Saúde,Local,,Rua,Riachuelo,932,,,Centro,Parnaíba,2207702,PI,64200280,,,,,,,,,,,,,,,,"-2,9044744","-41,7747602",
,penhas,conexoes_nudems_dpes,Hospital Estadual Dirceu Arcoverde,,público,Saúde,Local,,Rua,Rodrigo Coimbra,1650,,,Rodoviária,Parnaíba,2207702,PI,,,,,,,,,,,,,,,,,"-2,9285125","-41,7485167",
,penhas,conexoes_nudems_dpes,Complexo do Hospital de Clínicas da UFPR HC e MVFA,,público,Saúde,Local,,Rua,General Carneiro,181,,,Centro,Curitiba,4106902,PR,80060900,,,,,,,,,,,,,,,,"-25,4236816","-49,2622841",
,penhas,conexoes_nudems_dpes,Hospital Universitário do Oeste do Paraná,,público,Saúde,Local,,Avenida,Tancredo Neves,3224,,,Santa Cruz,Cascavel,4104808,PR,85806470,,,,,,,,,,,,,,,,"-24,9739494","-53,4940125",
,penhas,conexoes_nudems_dpes,Hospital Universitário Regional de Maringá,,público,Saúde,Local,,Avenida,Mandacaru,1590,,,Parque das Laranjeiras,Maringá,4115200,PR,87083240,,,,,,,,,,,,,,,,"-23,4004766","-51,9547094",
,penhas,conexoes_nudems_dpes,Hospital do Rocio,,público,Saúde,Local,,Rua,Maria Aparecida de Oliveira,599,,,Loteamento São Jerônimo,Campo Largo,4104204,PR,83606177,,,,,,,,,,,,,,,,"-25,4446416","-49,53579209999999",
,penhas,conexoes_nudems_dpes,Hospital Universitário Evangélico Mackenzie,,público,Saúde,Local,,Alameda,Augusto Stellfeld,1908,,,Bigorrilho,Curitiba,4106902,PR,80730150,,,,,,,,,,,,,,,,"-25,4345892","-49,29208879999999",
